97.4885 	EXP 	symbol: autoDraw = True
98.9788 	EXP 	New trial (rep=0, index=17): OrderedDict([('imgpath', '1.jpg'), ('corrans', ['1'])])
98.9890 	DATA 	Keypress: 1
99.0040 	EXP 	key: autoDraw = False
99.0040 	EXP 	symbol: autoDraw = False
99.0040 	EXP 	key: size = array([794, 173])
99.0040 	EXP 	key: image = 'images/key.JPG'
99.0040 	EXP 	symbol: size = array([111, 111])
99.0040 	EXP 	symbol: image = '1.jpg'
99.0040 	EXP 	key: autoDraw = True
99.0040 	EXP 	symbol: autoDraw = True
99.8236 	EXP 	New trial (rep=0, index=18): OrderedDict([('imgpath', '7.jpg'), ('corrans', ['1'])])
99.8498 	DATA 	Keypress: 1
99.8658 	EXP 	key: autoDraw = False
99.8658 	EXP 	symbol: autoDraw = False
99.8658 	EXP 	key: size = array([794, 173])
99.8658 	EXP 	key: image = 'images/key.JPG'
99.8658 	EXP 	symbol: size = array([113, 110])
99.8658 	EXP 	symbol: image = '7.jpg'
99.8658 	EXP 	key: autoDraw = True
99.8658 	EXP 	symbol: autoDraw = True
100.9207 	EXP 	New trial (rep=0, index=19): OrderedDict([('imgpath', '8.jpg'), ('corrans', ['2'])])
100.9325 	DATA 	Keypress: 1
100.9472 	EXP 	key: autoDraw = False
100.9472 	EXP 	symbol: autoDraw = False
100.9472 	EXP 	key: size = array([794, 173])
100.9472 	EXP 	key: image = 'images/key.JPG'
100.9472 	EXP 	symbol: size = array([105, 109])
100.9472 	EXP 	symbol: image = '8.jpg'
100.9472 	EXP 	key: autoDraw = True
100.9472 	EXP 	symbol: autoDraw = True
101.9978 	EXP 	New trial (rep=0, index=20): OrderedDict([('imgpath', '7.jpg'), ('corrans', ['1'])])
102.0108 	DATA 	Keypress: 2
102.0247 	EXP 	key: autoDraw = False
102.0247 	EXP 	symbol: autoDraw = False
102.0247 	EXP 	key: size = array([794, 173])
102.0247 	EXP 	key: image = 'images/key.JPG'
102.0247 	EXP 	symbol: size = array([113, 110])
102.0247 	EXP 	symbol: image = '7.jpg'
102.0247 	EXP 	key: autoDraw = True
102.0247 	EXP 	symbol: autoDraw = True
103.0726 	EXP 	New trial (rep=0, index=21): OrderedDict([('imgpath', '4.jpg'), ('corrans', ['1'])])
103.0899 	DATA 	Keypress: 1
103.1050 	EXP 	key: autoDraw = False
103.1050 	EXP 	symbol: autoDraw = False
103.1050 	EXP 	key: size = array([794, 173])
103.1050 	EXP 	key: image = 'images/key.JPG'
103.1050 	EXP 	symbol: size = array([111, 108])
103.1050 	EXP 	symbol: image = '4.jpg'
103.1050 	EXP 	key: autoDraw = True
103.1050 	EXP 	symbol: autoDraw = True
104.9467 	EXP 	New trial (rep=0, index=22): OrderedDict([('imgpath', '2.jpg'), ('corrans', ['2'])])
104.9598 	DATA 	Keypress: 1
104.9747 	EXP 	key: autoDraw = False
104.9747 	EXP 	symbol: autoDraw = False
104.9747 	EXP 	key: size = array([794, 173])
104.9747 	EXP 	key: image = 'images/key.JPG'
104.9747 	EXP 	symbol: size = array([114, 110])
104.9747 	EXP 	symbol: image = '2.jpg'
104.9747 	EXP 	key: autoDraw = True
104.9747 	EXP 	symbol: autoDraw = True
105.9028 	EXP 	New trial (rep=0, index=23): OrderedDict([('imgpath', '7.jpg'), ('corrans', ['1'])])
105.9155 	DATA 	Keypress: 2
